,New York,Los Angeles,Chicago,Houston,Phoenix,Philadelphia,San Francisco,Boston,Seattle,Atlanta,Dallas,Denver,Miami,Washington DC,Toronto,Montreal,Vancouver,Mexico City,Guadalajara,Monterrey,Havana,Sao Paulo,Rio de Janeiro,Brasilia,Buenos Aires,Lima,Bogota,Medellin,Santiago,Caracas,Quito,Montevideo,London,Paris,Berlin,Madrid,Barcelona,Rome,Milan,Amsterdam,Brussels,Vienna,Munich,Zurich,Prague,Warsaw,Budapest,Bucharest,Athens,Stockholm,Copenhagen,Dublin,Lisbon,Kyiv,Moscow,St Petersburg,Istanbul,Ankara,Cairo,Tehran,Baghdad,Riyadh,Jeddah,Dubai,Abu Dhabi,Doha,Amman,Beirut,Jerusalem,Tel Aviv,Casablanca,Algiers,Tunis,Lagos,Kinshasa,Johannesburg,Cape Town,Nairobi,Addis Ababa,Dar es Salaam,Accra,Abidjan,Dakar,Luanda,Khartoum,Mumbai,Delhi,Kolkata,Chennai,Bangalore,Hyderabad,Karachi,Lahore,Islamabad,Dhaka,Colombo,Kathmandu,Tokyo,Osaka,Seoul,Beijing,Shanghai,Guangzhou,Shenzhen,Chengdu,Wuhan,Chongqing,Tianjin,Hong Kong,Taipei,Jakarta,Manila,Bangkok,Singapore,Kuala Lumpur,Ho Chi Minh City,Hanoi,Yangon,Phnom Penh,Sydney,Melbourne,Brisbane,Perth,Auckland
Santiago,0.7457453164384107,0.7088541310666884,0.7881106858348883,0.7680942826803532,0.8271374692365571,0.8275665552433719,0.7124817624866409,0.768240590397016,0.8141539931476617,0.8389466051341725,0.8271188503136084,0.7562587592635611,0.6538947312494787,0.7954900272804113,0.7585400331173499,0.724136507761044,0.8364810380933418,0.6156811140450928,0.4913513909732524,0.48971394735090135,0.49286343340305494,0.5514838656970507,0.594257926792415,0.5782069342861512,0.38981907571500185,0.36727074658381254,0.3898827654413727,0.440253992994451,0.0,0.3729671901367484,0.3619273574355927,0.5032279973724554,0.8136257923504926,0.7348782555078948,0.8354038631630525,0.507209866768006,0.6627413649492716,0.715008985121428,0.711483853174671,0.7953387318203715,0.8422998364442598,0.817201384635016,0.8772353660439711,0.8111399709053991,0.7928980880258399,0.8019247669595131,0.7571885857688149,0.6761042075289831,0.8764760627476661,0.8200941754314977,0.8542449501710823,0.8218589409546618,0.7021048205097424,0.8068255313847911,0.8418026740567238,0.8497047515198763,0.8358241436447079,0.9282725653556355,0.786366328867315,0.8946763887291318,0.8118013351025479,0.7806518729549481,0.8312613717953805,0.8872645832189953,0.8614885737129326,0.8374255009243632,0.838825449480502,0.778605617447981,0.865536202192976,0.8245792893510291,0.6989614495599323,0.8003306868935652,0.7239263529446232,0.7227937080456963,0.7253387190724574,0.7396172692454912,0.7646872275877098,0.8716432293841986,0.8284293718003086,0.8470977975659362,0.844442469177008,0.7346193699083365,0.7793225088072224,0.6585923523181088,0.8948794650457883,0.8151855322021511,0.8412859188597039,0.7930302167818246,0.8334744336476541,0.8162186567250584,0.8891719381196551,0.8484810649836858,0.8128473818946389,0.8282111226843506,0.8275604348087602,0.6596966278217457,0.7414450706772036,0.7362833018413679,0.8147340629701831,0.7606539882220855,0.8316943555247338,0.7512786911722658,0.7930719641269088,0.8180849755258494,0.7293043932349137,0.8261881793695058,0.7781388908325599,0.7916236773505553,0.7393976615462068,0.6738573838381995,0.727217646831994,0.4551735047996993,0.7064202095165251,0.8332510066163374,0.8063276976533167,0.7894317922600259,0.7663775707522364,0.854777334852939,0.7495513764958395,0.7938928539649629,0.8108844352658702,0.7879404492007571,0.8698079335012304,0.7706508172883781
Caracas,0.6616676960135308,0.6498783813697238,0.7378563650429173,0.6515653466203992,0.7865651042871631,0.7384602610276134,0.6657165147519346,0.6697575997050975,0.730682976913492,0.6969300637663969,0.6628941995358091,0.6751794675900203,0.582710188054171,0.6756219332816087,0.6722793910967796,0.6200082177714896,0.7744714973576172,0.6226702472798072,0.49610852803302385,0.45665651048539424,0.33501849237976233,0.3874572625817343,0.4710278528023325,0.3846394810029147,0.2748504706871372,0.4877511255329413,0.28719392627907947,0.4376881017159794,0.3729671901367484,0.0,0.2733349378099177,0.47022854644832635,0.6695605418461723,0.5858775696178227,0.728849665487585,0.5148691940393582,0.6244121283224169,0.6567911240885491,0.7420544931372395,0.7204952629138899,0.6654593952113956,0.6315210205515153,0.7375203762487732,0.7053137970815571,0.6407032627914075,0.6675541630024353,0.6090923956677263,0.5134861639089132,0.7486254768770066,0.6720422822161046,0.7758063103184699,0.7354649195802865,0.6869770148998229,0.5405845351845315,0.5008404601042449,0.6023244275219313,0.6726737716103067,0.6627738784980697,0.5909439191205665,0.5216116564861908,0.5855557384194418,0.5389967347367551,0.6612437775789006,0.6964246764687301,0.6285755897816503,0.6651747107254569,0.6397313761308299,0.5660124361493343,0.6906807679469756,0.6033266076228982,0.6985791209504286,0.6278322921089465,0.6040185733230112,0.6217860012656545,0.5523703074967676,0.5631415184953661,0.6058254070397515,0.6829963211183014,0.6084358014794816,0.6744718517175747,0.7115458298645232,0.545381278982642,0.6298331488820132,0.49815284438560326,0.638072947746581,0.6844028107855642,0.6747731022078294,0.656628806721455,0.7571670345218218,0.7249851675017096,0.779647477032847,0.6871225455013996,0.6973576060082174,0.6387903922180874,0.6407581264970776,0.6303636741295946,0.6117991909832899,0.6630581858319642,0.7974942046405816,0.5989315017870286,0.626355814563784,0.6675779762389642,0.7437471496344543,0.7732872876655361,0.7021453435283049,0.7825188217267064,0.7300351924570012,0.78706994319959,0.7470874900260558,0.608881429872725,0.643599848836321,0.5525420363492741,0.6039169481960819,0.796703086627598,0.70825772162341,0.7489533888406673,0.6396161450891692,0.7084243267110604,0.6456988155989023,0.6959312327915328,0.6771332926540683,0.737228471285368,0.7703479771166188,0.6597320011988818
Quito,0.8076708068806471,0.7865689308387382,0.8378575385054521,0.7579620986473947,0.8176354150751381,0.7952093883329864,0.6908949292270488,0.7098790713771242,0.7546883367169817,0.7853178802004527,0.751400078945036,0.6839925426310534,0.6696306890168165,0.7151094986797073,0.8182366377381869,0.7298134077177918,0.8045444046013679,0.669678982377182,0.4741594390074382,0.49908605241511983,0.4383135764751711,0.4625767646964336,0.5337615661494788,0.4295340607592967,0.3569704268709687,0.44306412965724395,0.3268467746989314,0.5116472147994495,0.3619273574355927,0.2733349378099177,0.0,0.4732212277997232,0.7699060702379174,0.6844841618681685,0.760291667011583,0.4798582478936191,0.5816326096680531,0.6799404739989228,0.7026830753767346,0.7208044078012409,0.7265385978818868,0.6665894014087501,0.7895315823936295,0.7351995860539731,0.6755528924012645,0.6857358070590934,0.6405445679000246,0.5795455816703157,0.7774217847336578,0.7101160985033248,0.7064460585979865,0.7282790674146261,0.626438592079225,0.6375832832068922,0.6615216393418382,0.6910825362763758,0.6958355433547614,0.7539208962845483,0.6784697414956286,0.6872724868186608,0.7080669503439299,0.6625944414565206,0.7182073334245833,0.7896987922604684,0.7275237042392737,0.7234748577517043,0.7049181760402964,0.6571067090050413,0.7696622817937873,0.7028998376286338,0.7387719130533791,0.6798265382606127,0.628573123184061,0.7300744431123762,0.5860062618952966,0.6333121405596245,0.665148341089419,0.7095762282891807,0.6230915656850724,0.6982433148591691,0.7084712436130786,0.6252203152278548,0.6602121984754226,0.5273953963936333,0.6919500717796815,0.8248089610709144,0.75245992868747,0.7136482009998582,0.8322515070055463,0.7831771712647634,0.8511765412814079,0.7857887881361402,0.7928593987451805,0.734851902183956,0.6635790254544992,0.6470192396832881,0.577913648062856,0.6723781799803827,0.7309087723975969,0.6300105665020693,0.6928985549325204,0.7361440067374643,0.7452117463123504,0.8019077559878187,0.6772766049479237,0.7326623363917121,0.731342176413365,0.7419176723206751,0.7639738012496606,0.6108899817945954,0.6777773250057829,0.5949242572046214,0.602310265902701,0.8077492098564244,0.7266188261486315,0.7452522848933596,0.6077607667036088,0.7025918087887963,0.5630752756730355,0.7188133872726571,0.715533618549869,0.7025573657273559,0.7914044384368604,0.6974616149041034
Montevideo,0.8280468668659401,0.8539377813453704,0.7192351411025458,0.7852737172267612,0.9042585135550314,0.9024043820656474,0.8193201094156954,0.8027147880241611,0.7230351880728113,0.9082164705349168,0.741756223296423,0.7741367885632651,0.7121629435568649,0.7492300213985235,0.7879510670590157,0.7897385242414876,0.8306667827716324,0.6682597242257597,0.613198086305056,0.5566649151942952,0.4896669350164462,0.4907947614464563,0.5575448430229838,0.4478016065344319,0.35693493293844736,0.5615460613906421,0.48891825510603604,0.6170547593248101,0.5032279973724554,0.47022854644832635,0.4732212277997232,0.0,0.8415563345709508,0.7467850255355759,0.6593101639345393,0.6037315577625192,0.6507236320422479,0.7398337807027522,0.6891259222913667,0.6585937546873459,0.7198787348973278,0.6723767827781753,0.6875853383919543,0.6780284369157072,0.6086069051869606,0.6059548348823074,0.639336285717342,0.6768041726951299,0.7998382646660702,0.6688970146045582,0.6779140045213875,0.7702078529907621,0.515886163145918,0.742285057436364,0.7386227823204156,0.763601646188152,0.6698026495951644,0.7279187772368834,0.7010913395123076,0.7410111996739164,0.7771556988793369,0.7801620667253123,0.7916044341524913,0.8300702916474924,0.7960143897874229,0.7417008794572071,0.7281248046496627,0.721737174955277,0.7884404468601975,0.7097811540083547,0.7617505763240151,0.7348180477618178,0.683912483494607,0.7549860349320563,0.6779203897353467,0.6574792889260688,0.659092267934674,0.7824689012114914,0.7555460563772166,0.7185504078861338,0.740966559660813,0.6426347768383713,0.6880334108816538,0.5726972885879811,0.8491626320603896,0.7344356446249429,0.7665183248153666,0.7223302334254842,0.7583727999422408,0.7648036527326768,0.813437916894712,0.835728101238123,0.8203717110989864,0.7941735984618943,0.7294705066329812,0.6023852376099276,0.7936627813947497,0.7851373342982916,0.826528204481857,0.6703760119289183,0.7794171376342468,0.7543899382318612,0.804949344892633,0.837082144159934,0.8079730457233678,0.781764123320697,0.8295204182836748,0.734106142082527,0.812346834806398,0.6673593136438551,0.6514842751113146,0.6166899723132071,0.6550627947642238,0.7575800758368967,0.7242373461897771,0.7870809191910096,0.6809806756441865,0.7824268836245541,0.7265833320471351,0.7068311480016686,0.7119649937031796,0.6493729835489694,0.7346705166546615,0.7276305909791032
London,0.5187518656371473,0.6029912228577141,0.6394729500810605,0.7341543100850705,0.7958394069641477,0.7132779461810039,0.6451057323608471,0.6339661708394078,0.7489273373627552,0.6836062892435919,0.736777150685839,0.7222432834086614,0.7355467108455254,0.6571308475022275,0.5570774126349589,0.6049619281929354,0.6414192165274808,0.7443656836350157,0.80565397407563,0.8403137010520084,0.7134484559381465,0.6774495821212034,0.6809600966280975,0.7762368037826569,0.6463190045776197,0.8316860466366083,0.7030223243493399,0.8782164740659709,0.8136257923504926,0.6695605418461723,0.7699060702379174,0.8415563345709508,0.0,0.47101291909228993,0.5046444233586324,0.5213777806361686,0.6681448427766459,0.620917716925796,0.6508206297999245,0.469119229056153,0.5367412588492397,0.6216050540024811,0.5731420108903903,0.5578416062085768,0.5681578242002672,0.6807130560179453,0.5607748526047611,0.6427920931849453,0.6463833249854336,0.5048159573476718,0.6550874282778447,0.5516659855418538,0.6944909596148348,0.7415898297977848,0.5671100192807983,0.6860311054649744,0.615555984886877,0.7908469039808073,0.6373714758711264,0.747122383988404,0.6976456817874026,0.6322565598270895,0.6599006784095318,0.6229333336983535,0.6370651072161457,0.6893778104561832,0.5991263492622239,0.6967868792542864,0.6740751333030075,0.5960567024692933,0.7181614177679818,0.6828891130416277,0.7196479046223522,0.7338676511135038,0.7876019358400387,0.5124407017141154,0.5644931595701582,0.5938001111210718,0.6336022134366153,0.7033746361271,0.6593059895414336,0.7855186965337617,0.8111188441451216,0.8209934049320843,0.7064747430017035,0.518855090519212,0.552406395083548,0.5973994574731738,0.687086962710926,0.6554232560396138,0.7216940544121966,0.6643259055596775,0.6402419504508995,0.6814850189677364,0.6645104963094521,0.6634762802234861,0.6971397682735974,0.5440312284572942,0.6795222094548268,0.6796808802820604,0.6300438600190014,0.6059191466657163,0.7194747521912738,0.7642494909155363,0.7875979708039762,0.7853248770978043,0.8115534717433041,0.7806151006433856,0.5668755863819769,0.7305795193994484,0.6657111473648689,0.7152058456496408,0.6277397928037981,0.6264138055502146,0.5733163909132051,0.8590073258011437,0.7769430941711849,0.8195254680718782,0.7779776769007989,0.500327624567558,0.5802560501891849,0.6667255169166869,0.6082225272894457,0.6115602971871597
Paris,0.6452412692866749,0.646207212317571,0.7402064223878957,0.7507474133693524,0.8877411865890886,0.8203278021403224,0.7076791129113565,0.7754804518198034,0.7928952221287677,0.7064423149084214,0.7486851856479756,0.8307451131147897,0.7070038475424921,0.6651190657764634,0.6819167096823099,0.5094166620112477,0.7769046826327646,0.7679694770859788,0.7809934002564148,0.7656902252998272,0.6597030499804951,0.594437117529395,0.5941528950843906,0.6302336300426871,0.5296240136984807,0.6993456760731578,0.6079463342896072,0.777229682649617,0.7348782555078948,0.5858775696178227,0.6844841618681685,0.7467850255355759,0.47101291909228993,0.0,0.45877722703971746,0.4476145621980786,0.5786847305767633,0.4499584175866894,0.5228621011278572,0.49693161085059534,0.42442367144637794,0.4779027539153503,0.5696904244344067,0.5696246595901662,0.5608962083927975,0.5899286643458843,0.5304794008431222,0.528910658540666,0.61227016371854,0.576952970108301,0.6787417990956064,0.6275267532759502,0.6177823439102565,0.7108925243958026,0.5847925564167213,0.6275824013873459,0.6001796650553934,0.681279513279061,0.5190488701449116,0.6598159220301503,0.7490168262200099,0.6095838126613861,0.6535832836267126,0.6840694423928808,0.6776575881543168,0.6594351541895703,0.6362863754666338,0.5722424403722198,0.7286271812817617,0.6040850560048845,0.523689334989167,0.519982059172922,0.5031482753416987,0.835887366690866,0.5972431462235224,0.6746514134520512,0.6728734972719898,0.7050176220453587,0.6319184865718726,0.8093242148970283,0.725425397125742,0.6121156467193865,0.5561907154889638,0.7202700091135678,0.6398462538276057,0.7067342974963244,0.7075148173058747,0.7009224389325488,0.7759668837064903,0.772136489737721,0.7718962943492983,0.7498815929860789,0.7565477378548473,0.7154095019043514,0.7666825918447729,0.758093575978378,0.7753527882400923,0.543876511091675,0.6825192178992453,0.622160192070123,0.637569467871677,0.5692688026134055,0.7080841482551663,0.7359491367041797,0.7133899726887417,0.7876356645736275,0.784661177404611,0.781839620927705,0.6436664634345637,0.6961975732674458,0.7588471428238146,0.7340950142117928,0.6686557183774307,0.7346783545797795,0.7064110401186218,0.7127599249799741,0.6617908662919167,0.8534396450076032,0.7193860444872713,0.6566568908469392,0.6860696180255181,0.7634890458768808,0.7890143065860907,0.7386146130233333
Berlin,0.6922761143371181,0.7881097101040646,0.7420121251825077,0.9167736842050621,0.9193047433960584,0.746435389871154,0.7840687035077272,0.7848722035753765,0.8211430190949196,0.7432534920693975,0.8337637267617386,0.7722845341434399,0.7307396853688106,0.7376103952398764,0.7744255710363577,0.7128922974383151,0.8312750784810206,0.816506098111941,0.8120755895260017,0.8485659700478905,0.6687893188434679,0.6490774213683704,0.6364216370464055,0.6555490748900641,0.6435412584493585,0.8019473773248116,0.657609661300854,0.8921283683612762,0.8354038631630525,0.728849665487585,0.760291667011583,0.6593101639345393,0.5046444233586324,0.45877722703971746,0.0,0.6091554439609784,0.7221435891525865,0.5491408165879337,0.6069961567701451,0.4960096770401966,0.4581105869387182,0.39835687055842417,0.32567873367539424,0.47540359310103086,0.45327906699664944,0.4054586479202241,0.4367776608983366,0.5357054303087987,0.5529642528510941,0.5143606412838351,0.650538027513152,0.6838846596137939,0.4918201052169251,0.6723034718807959,0.5759980769762026,0.6784403485833912,0.5962708053285053,0.6598402765302493,0.6222114440522482,0.6807787140522958,0.735606564494153,0.75444115642607,0.806346786146874,0.7609429071394043,0.7622006561494221,0.7515908042137581,0.6572269946103935,0.6777521118957484,0.5950598361204937,0.5402815699606792,0.7180486364041186,0.6618995927291231,0.605016168483559,0.8546456403318738,0.7678077466514368,0.6204862646322798,0.6430522699489238,0.7712569644828114,0.6507856009658279,0.8025687943851989,0.7604435624166132,0.778743713837571,0.7437197156614358,0.7447905187034887,0.8042886087231345,0.7131674074076494,0.6380453054660822,0.7278949015895264,0.7837768324102676,0.7681364979024679,0.8355990552258669,0.905014196669397,0.8358840415281776,0.7985131408596728,0.8094941665057787,0.7686264307249819,0.8419443666115649,0.5932251252753975,0.6769532003956953,0.6069352027508161,0.6600564439323842,0.6895545133196843,0.792368869118901,0.8296718232800401,0.7939892527960548,0.78391995544001,0.8420617920782156,0.7798928930710798,0.8063938667921782,0.7733510996417882,0.7228805900250307,0.8801084309461112,0.7711114501692711,0.825510902618515,0.77732218049152,0.8035865817818884,0.6975786754738194,0.843420473693989,0.7935498716623988,0.6922051864764243,0.7664342114827242,0.8336893978381649,0.8520533999764731,0.8424400318203333
Madrid,0.7272848154715912,0.6795906494887805,0.7264618394434522,0.7691793250371668,0.7968616671699642,0.8225325965879053,0.6570244418277673,0.7846627724249889,0.7359472712326753,0.7263205648238327,0.7507025757794378,0.7458273752147809,0.64870650708141,0.7016299805986189,0.7598675295486746,0.6640400970954112,0.7796758609855478,0.586615751643385,0.5089517293483482,0.5892433184018336,0.5709179382030123,0.48974343071767434,0.5176960949438338,0.5673320327434586,0.4311541130766088,0.5969377434992922,0.48851291705137034,0.6228348651724828,0.507209866768006,0.5148691940393582,0.4798582478936191,0.6037315577625192,0.5213777806361686,0.4476145621980786,0.6091554439609784,0.0,0.27445531341435825,0.522619064777545,0.4415154470346715,0.5600167786410621,0.5579942983380698,0.6167762179261982,0.5376057723860328,0.577010121587338,0.5928746046357032,0.6431937607974928,0.5754500358673041,0.5863974820505452,0.6203486147270945,0.5723585564158429,0.6032284943550521,0.6380741726596142,0.5070986622479859,0.7036528207037989,0.5864302554118563,0.6884839955517995,0.49424926290998106,0.6604313657546519,0.6525637850959285,0.7175142624633019,0.7301367585926462,0.6104155108289046,0.6693803057777408,0.666163882434045,0.6589406528912861,0.6183119760844807,0.6371770550657745,0.6639795760579374,0.7572480849168128,0.6013118421893622,0.5516488340373682,0.6378529965870625,0.6810651537876545,0.7525131771315017,0.7394956539193882,0.7050226493457683,0.716662267378234,0.7546163552846331,0.6472796854275196,0.7645695665668211,0.7291676061204828,0.7430825603764801,0.6289646830333073,0.641191122973112,0.7278677435620844,0.6337378453281557,0.6732552116113155,0.7033597910574564,0.7552918426281353,0.7022310237578444,0.7440258917968848,0.7581656086869571,0.7195838354691095,0.7043326225441005,0.769178973297325,0.6960722967354798,0.7544710306143523,0.6292488973262437,0.6754008465436573,0.7056264057520063,0.6989885978288682,0.6580509630864995,0.7333694885833948,0.8020533260063594,0.7728728010279502,0.8107054236431974,0.839494677227301,0.7745372012948875,0.7345030984004282,0.6757939469711483,0.6681007208279938,0.5913281698189363,0.7140487870625367,0.7754760190932242,0.6740376768985659,0.8807258610281519,0.7350355246641638,0.9295885638789989,0.8141578126275327,0.698050498885763,0.706033550190185,0.753427215722116,0.8318121517347611,0.8041600691486858
Barcelona,0.8268151133110437,0.7494102597584689,0.8142358899166156,0.8308109811295924,0.8430604799275582,0.8240119585979424,0.673465888464371,0.7705328413723889,0.7175224774187177,0.698017458604683,0.7616554864037579,0.8362082424003885,0.6811532334365231,0.7812682480064134,0.7535492571505074,0.6646131033872162,0.7400366525682467,0.7443174049222093,0.5745317431326163,0.6365991140740559,0.6108675589560333,0.5297414830487615,0.5968224528527089,0.6698170222748714,0.5138883636078684,0.7483417772645389,0.6673781446483458,0.7203221744582194,0.6627413649492716,0.6244121283224169,0.5816326096680531,0.6507236320422479,0.6681448427766459,0.5786847305767633,0.7221435891525865,0.27445531341435825,0.0,0.6058490531004337,0.4503660077400832,0.5950445939990305,0.655916080253407,0.6875243998039988,0.583624430247025,0.7007506757243053,0.704063318947169,0.7999500283473735,0.5920251424967558,0.6366163662544617,0.6682524921515034,0.6302661844326346,0.622330252755111,0.6898442100749996,0.6548992883338939,0.7196501860588798,0.6780852125073218,0.6365155754840124,0.5029447225132357,0.7001625526894155,0.7298731599813828,0.7215830253389351,0.7884657610535072,0.7127726764677054,0.700671457067573,0.7444080827283905,0.6726732150837657,0.6822828869775547,0.7327200754336789,0.7184042821685477,0.8106434211318467,0.6592971632193125,0.7101630486691801,0.7180834803452505,0.7301073226239534,0.725049951708507,0.7511669571929789,0.7242164049146631,0.6726550760153759,0.7798569575009138,0.7525196719743259,0.7569474192686247,0.7509642486331644,0.7582498952906632,0.6188811650264716,0.636046713846508,0.7659045083852474,0.6879901374668538,0.7920712182399154,0.6861811819647525,0.6888995047180115,0.676657589482934,0.7218746640720126,0.7924214324046164,0.7632574290193719,0.8080675686394215,0.8047597131232087,0.7597720608578263,0.8003841709319074,0.7059074356828923,0.7039344331551822,0.699049137397472,0.6610082930519464,0.6379089774826356,0.6516525299633447,0.7481438813571417,0.7031863780860867,0.730672970344872,0.7516181988285494,0.6544338220201249,0.7550168656371176,0.6557114962876014,0.7648300422657267,0.6782077722528133,0.7354603982894292,0.7595455780729043,0.6744012877957337,0.8929768343585454,0.7262471113138799,0.9016606282868649,0.8135376952030593,0.7337749564438336,0.6970963942938879,0.7617157443372726,0.8390254623797307,0.80429967234614
Rome,0.6601436245774494,0.7153023885301975,0.7795006826221063,0.8415267564399289,0.8628654233251501,0.7716073431023799,0.7590036936203164,0.7834493770866533,0.8905074085456061,0.6421162118195061,0.8545061392895147,0.8521066705835754,0.7604417993312634,0.713109538522531,0.758191482656845,0.6999921076642808,0.8420346749036527,0.8100274088268052,0.7655221493784277,0.7750926305664347,0.658504882724156,0.6966874002010246,0.6914044344714441,0.6787038796997189,0.5878974607656806,0.6862746993299964,0.6638580205109478,0.8102437328361269,0.715008985121428,0.6567911240885491,0.6799404739989228,0.7398337807027522,0.620917716925796,0.4499584175866894,0.5491408165879337,0.522619064777545,0.6058490531004337,0.0,0.41450109101660937,0.6268975450475265,0.5370958097822898,0.5638402372256671,0.6225290467635654,0.6771120685815295,0.5721691514908719,0.5310776427373298,0.5487551950571674,0.5358618565796611,0.44924083503692325,0.6637445437110454,0.7323504454779386,0.5870338492843437,0.5517110436106535,0.6695409804105341,0.6012323832611575,0.6784039594684554,0.5791641543553707,0.6852640288337755,0.5036771657837835,0.7688591870834447,0.7016812782558222,0.7722762732313617,0.734256909459149,0.7632608268577326,0.7551437800113201,0.7736245962216507,0.6152830022772695,0.584887866218577,0.6635680070412144,0.7181036892404389,0.6770779499464445,0.663725033961216,0.5404701259516712,0.8243672320091301,0.7114770428067068,0.7490879693977075,0.7248158194816563,0.7333473001220586,0.595563036097918,0.8008921790461792,0.7162057291650229,0.7206453252221019,0.7134862726361211,0.7310822801923877,0.7489273135445575,0.8213696444455719,0.7631033684197938,0.7941994556276524,0.7482167400683719,0.7807177723321571,0.7759790525860677,0.8283201870165178,0.8091591557329479,0.7801586325646525,0.808430359478011,0.6836115746249571,0.7682757790058496,0.697163654376175,0.732733679848837,0.7184367831081296,0.6838974896280343,0.6931242055087448,0.7883581355805225,0.8907609690319098,0.8157250793108063,0.8805987654154745,0.9110967508001687,0.8193181103188598,0.8034373673247368,0.7807088346855907,0.7969300078077295,0.7492067540252603,0.7298172739122507,0.9241534138372581,0.8023898172431064,0.8333497441268827,0.755149391332135,0.837754360711948,0.7951176892608107,0.6880337913927275,0.7258323264925817,0.7897685868849929,0.8015521630132239,0.840165269600772
Milan,0.7030222719331058,0.7913095712119325,0.6996817318558881,0.8756347750372107,0.8526729334527484,0.8400614935079436,0.8323032240011143,0.836423177817137,0.8632171332611734,0.7840237915502087,0.8392672630480826,0.8247266554999919,0.7301349730927988,0.7888705590565797,0.745738297894367,0.7799799731597342,0.8713096663085325,0.8280403561537051,0.7311892659106711,0.7686627505683798,0.729214647721692,0.5805062070908631,0.7411361846528364,0.741635651514688,0.5839676433840169,0.6384148528253009,0.6957777081764455,0.8214490342288375,0.711483853174671,0.7420544931372395,0.7026830753767346,0.6891259222913667,0.6508206297999245,0.5228621011278572,0.6069961567701451,0.4415154470346715,0.4503660077400832,0.41450109101660937,0.0,0.5485525123694298,0.6224617939970161,0.6069819801714925,0.5893302399130682,0.6025885129785347,0.6241732043643343,0.5516286068091831,0.5643922496670795,0.5508081853388906,0.6215753535295607,0.6994894777345464,0.6895237270437842,0.6935710030733396,0.5382958959081963,0.6431730225150603,0.6643377959230683,0.6848873035337165,0.5247610556560098,0.7125525182094377,0.607217540909033,0.7596846757468412,0.7989795791560744,0.793814214615858,0.7095547026593287,0.7647381677933882,0.7568771926921498,0.7918890341631677,0.752800185682064,0.7085260061434395,0.8765024267647029,0.7193127146917073,0.6936853735699591,0.7474851742694186,0.6138378596304441,0.8207783392199391,0.7832386193766805,0.7426593984443145,0.7538053705945427,0.7854138367893848,0.6973663209912084,0.77834210398296,0.7342057904090663,0.7525177065838733,0.6750159695083434,0.7849392032979723,0.840477832126705,0.6880046109402682,0.766156050601583,0.6970884144558491,0.7362544580184425,0.7390319308020257,0.7453336305118898,0.751997277109722,0.7930118744944645,0.7892102724002932,0.7687455298530812,0.7322025403088392,0.785340960145518,0.6813641928140997,0.6820220007451975,0.7146166921447882,0.7696844553821286,0.6483603650969016,0.6837483049248576,0.7556304712337889,0.7895466344764266,0.7672634686477069,0.8127560001124147,0.6943775963700085,0.7910750696042821,0.8044616087995089,0.785963416341555,0.7771895833267359,0.7143711261192738,0.8504614368350885,0.7624638177532219,0.9173228341191417,0.8013972698682148,0.8154795094527963,0.8327633036678371,0.7696195113925542,0.7784344294762708,0.8202115350254103,0.8338476566288094,0.8905772871521187
Amsterdam,0.6381707930336039,0.7514922579892378,0.6492574928665196,0.7669535608550175,0.894663703333521,0.7203954611833476,0.6880649954583726,0.6834461097239173,0.6930041190141891,0.7051476206277989,0.7704354571026297,0.7515531538380411,0.7470198243351169,0.6369901136430827,0.6746075222442439,0.6361983064155092,0.7202504433426191,0.7547415459801046,0.7268911434219503,0.768679225284955,0.7645596806567576,0.6421802707961152,0.6771776083629881,0.7731018639150089,0.5913028028494973,0.7459847644067953,0.6708770715328556,0.8035081960395427,0.7953387318203715,0.7204952629138899,0.7208044078012409,0.6585937546873459,0.469119229056153,0.49693161085059534,0.4960096770401966,0.5600167786410621,0.5950445939990305,0.6268975450475265,0.5485525123694298,0.0,0.522124389921248,0.5411515965134477,0.5054776127229637,0.5721773043071298,0.5276991517084231,0.5947069129890898,0.4953217495251292,0.5794169363442057,0.6730303621862013,0.4428944338822344,0.5849843721883223,0.6731580653019965,0.6501869977821739,0.6944702497074622,0.6864464647757654,0.6920314230843445,0.5674601851600216,0.7281173844226737,0.6615099209935487,0.8335197132016503,0.8488458165285749,0.7381957652893723,0.6721573375973581,0.7054265190680393,0.7392028889326341,0.7960982663793527,0.6880135197969875,0.7255295305112803,0.7109538025439299,0.5677257886254004,0.6001047737850274,0.6701881931326674,0.7048433186057552,0.7093591350286292,0.7448200175750859,0.5965927351351007,0.6001485617345099,0.6262787157771122,0.6897577505140755,0.6822950606811927,0.658918216643581,0.7471832314509776,0.7595542647129234,0.7908340358737543,0.8075954182335521,0.6690057182189157,0.7454819275756215,0.6821966592560025,0.7303051148006294,0.7376933721945369,0.753515005417048,0.7044960652904546,0.743633933102972,0.8378884512206024,0.6752841159172152,0.6774062156217618,0.814201736240022,0.6169492035885706,0.613678533011587,0.7043657829620862,0.792669690725235,0.6246330200113274,0.7017029618996034,0.7433824599879097,0.7618321917986411,0.7527197571963008,0.8100201950668213,0.7216988973963574,0.6817886653630258,0.698605170364665,0.6539619553482259,0.7487802045804273,0.6286423309910034,0.6670083524130662,0.6335207874745208,0.8330327492112334,0.7640177051015069,0.8321994746767888,0.7630465500621385,0.6740582673788343,0.7294042432406016,0.752961284417314,0.7421315215075256,0.7513890560702661
